"","Gene","GO.terms","ModuleColor","GS.Actual_shell_growth_mg","GS.warm","p.GS.GS.Actual_shell_growth_mg","p.GS.GS.warm","geneClass"
"31","LOC111116740","GO:0005829;GO:0005975;GO:0006116;GO:0042803;GO:0046168;GO:0047952;GO:0051287","blue",0.338100141839094,0.483165976484084,0.114582541495367,0.0195171570104424,"Warm"
"32","LOC111116905","GO:0000278;GO:0000775;GO:0000922;GO:0005634;GO:0008017;GO:0010389;GO:0051310;GO:0070840","blue",0.273600409240798,0.46497139093543,0.206503346233697,0.025380482740476,"Warm"
"33","LOC111116964","GO:0003676;GO:0005515","blue",0.0137935024064997,0.425023547582336,0.950192536063105,0.0432081426272649,"Warm"
"34","LOC111117581","GO:0005524;GO:0005634;GO:0007131;GO:0015616;GO:0016817;GO:0045003","blue",0.379972697391274,0.426453389697214,0.073706476806427,0.0424352964369871,"Warm"
"35","LOC111118040","GO:0005515","blue",0.264146671700452,0.591189369877929,0.223248871896596,0.00297011808900684,"Warm"
"36","LOC111118140","GO:0000493;GO:0001522;GO:0003723;GO:0005732;GO:0042254","blue",0.346237192033165,0.463210939787791,0.105574372926734,0.0260154791800112,"Warm"
"37","LOC111118262","GO:0005524;GO:0016887","blue",0.296235206833885,0.41703378668502,0.16990582293378,0.0477314421093238,"Warm"
"38","LOC111118456","GO:0005515;GO:0016627;GO:0042761","blue",0.309687090096626,0.434628607013884,0.150429631332685,0.0382221358450259,"Warm"
"39","LOC111118706","GO:0008270","blue",0.146812515220444,0.462224017381695,0.503839848956903,0.0263769856672163,"Warm"
"40","LOC111118999","GO:0005886;GO:0006833;GO:0015250;GO:0055085","blue",-0.082845530752497,0.459305441405725,0.707062956455797,0.0274696132881885,"Warm"
"41","LOC111120775","GO:0005515;GO:0005730;GO:0042254","blue",0.288094037369819,0.423758181876594,0.182508388075475,0.0439012324591349,"Warm"
"42","LOC111120858","GO:0005681;GO:0006396","blue",0.113216981428694,0.440649492811452,0.607008027295295,0.0353354056098829,"Warm"
"43","LOC111120886","GO:0000027;GO:0000055;GO:0005524;GO:0005634;GO:0016887;GO:0030687","blue",0.185261714999177,0.574363358431925,0.39738646941382,0.00415314053055912,"Warm"
"44","LOC111121130","GO:0004521;GO:0005730","blue",0.405461505435086,0.487280091256559,0.0549263907451378,0.0183567975419031,"Warm"
"45","LOC111121217","GO:0000462;GO:0000479;GO:0003924;GO:0005525;GO:0005634;GO:0030686;GO:0034511;GO:0042254","blue",0.399175845940631,0.489787505839679,0.0591703887277998,0.0176774554780478,"Warm"
"46","LOC111121482","GO:0005783","blue",0.286623163861427,0.519023256203785,0.184851957466694,0.0111558816964382,"Warm"
"47","LOC111121532","GO:0005509;GO:0005783;GO:0005789;GO:0006457;GO:0036503;GO:0051082","blue",0.409599554561219,0.473284322908101,0.0522633974898429,0.0225476436418831,"Warm"
"48","LOC111121585","GO:0005515","blue",-0.251718177001969,0.545789104667663,0.246597928578358,0.00706109645058453,"Warm"
"49","LOC111121781","GO:0003676;GO:0003724;GO:0005524","blue",0.227207291517813,0.45948297538304,0.297135067562914,0.0274021341565521,"Warm"
"50","LOC111121788","GO:0005789;GO:0009922;GO:0019367;GO:0030148;GO:0034625;GO:0034626;GO:0042761","blue",0.388938732618326,0.48772885301556,0.0666162578640834,0.0182336836279659,"Warm"
"51","LOC111124988","GO:0000727;GO:0003677;GO:0005524;GO:0005634;GO:0017116;GO:0032508","blue",0.190952651375715,0.474782516609055,0.382783979456133,0.0220652790477502,"Warm"
"52","LOC111125021","GO:0005634;GO:0005886;GO:0061630","blue",0.293538022693674,0.540846865423973,0.174012167930493,0.00770457898304658,"Warm"
"53","LOC111125101","GO:0005540;GO:0016020","blue",0.343492718849379,0.52677437097349,0.108552440931373,0.00980824215074277,"Warm"
"54","LOC111125113","GO:0004814;GO:0005524;GO:0005737;GO:0006420","blue",0.249133318287743,0.495784191382417,0.25164579701852,0.0161351878870485,"Warm"
"55","LOC111125129","GO:0000712;GO:0000819;GO:0003677;GO:0003918;GO:0005524;GO:0005634;GO:0006265","blue",0.269530403391539,0.520808437734459,0.21360577235751,0.0108327552490454,"Warm"
"56","LOC111125438","GO:0005730;GO:0006364;GO:0032040;GO:0036211","blue",0.300311400386242,0.464172584014343,0.163828467764815,0.0256670565839168,"Warm"
