"module","Trait","Cor","pvalue","label","sig","trait_type"
"MEpurple","Phase 2 Interaction",-0.00022002353490266,0.998339175293156,"-0.00
(1)",FALSE,"Treatments"
"MEpurple","Phase 2 Temp",0.0577745877484374,0.584354774563034,"0.06
(0.6)",FALSE,"Treatments"
"MEpurple","Phase 2 DO",-0.0291059245624454,0.782997025374224,"-0.03
(0.8)",FALSE,"Treatments"
"MEpurple","P1_both",-0.00878645353041936,0.933751347850185,"-0.01
(0.9)",FALSE,"Treatments"
"MEpurple","P1_control",0.159707008576694,0.128337643174321,"0.16
(0.1)",FALSE,"Treatments"
"MEpurple","P1_hypoxic",0.10972258604371,0.297791932108649,"0.11
(0.3)",FALSE,"Treatments"
"MEpurple","P1_warm",-0.257153863186298,0.0133394642353385,"-0.26
(0.01)",TRUE,"Treatments"
"MEpurple","P2_both",0.0485025094854355,0.646141306522843,"0.05
(0.6)",FALSE,"Treatments"
"MEpurple","P2_warm",0.0172214523769234,0.870568865489176,"0.02
(0.9)",FALSE,"Treatments"
"MEpurple","P2_control",0.0163892332754624,0.876773183720334,"0.02
(0.9)",FALSE,"Treatments"
"MEpurple","P2_hypoxic",-0.0840479025533881,0.425713814242963,"-0.08
(0.4)",FALSE,"Treatments"
