"","Gene","log2FoldChange","lfcSE","pvalue","padj"
"LOC111102858",617.719114907016,-0.00149839575570957,0.0347156082994339,0.535694622421218,0.990487201237029
"LOC111104416",709.072806068848,0.00592095091490408,0.0391685737139326,0.0948631576654195,0.77435830352269
"LOC111102459",195.652185659308,0.00150878258405641,0.127033666183922,0.879861614743657,0.997763764827644
"LOC144619170",19.0941788972385,0.00466747170773361,0.124772605213657,0.611273875320738,0.992028789656087
"LOC144621957",313.194347033683,-0.0117409473359682,0.176663046164272,0.346440642075925,0.965259421275302
"LOC111102394",70.0024800827765,0.0109742583230806,0.178938048632779,0.3966937039655,0.972148129667835
"LOC111104307",62.4848550217395,0.00192977223770154,0.0889057509208225,0.763398828586551,0.996753837489976
"LOC111104436",254.647530480214,-0.0200548591936133,0.123075530786314,0.0250926896404127,0.493079419823062
"LOC111103132",383.20973729883,0.00030000294527485,0.0493029196959825,0.92819070890257,0.997763764827644
"LOC144619177",14.8989638366439,0.525812787202058,1.60576276768102,0.00716242244061121,0.255226554753267
"LOC144621961",404.256589235334,8.36437528775652e-06,0.0375131900390914,0.997383198468789,0.99951285918252
"LOC111103049",263.571682858597,0.0185498515293295,0.182978910293146,0.121603315221742,0.81507898014683
"LOC111103050",183.784333395591,-0.00437541660370263,0.0981489235991064,0.509817880335908,0.987709584665747
"LOC111102910",32.8465946309986,0.00355334069398749,0.0695633306727177,0.412199206477974,0.973109588850948
"LOC111102390",5861.92808952966,-0.00213862877295203,0.0265552526679411,0.391466048886891,0.969423926268195
"LOC111103794",4061.27642052456,-0.00204373945133402,0.0193080913414253,0.551640722279904,0.990487201237029
